node_id,epoch,is_malicious,peer_agreement_rate,ssl_accuracy,avg_rt_error,report_consistency,sudden_change_score,uptime_deviation,blocks_mined,orphan_blocks,fraud_attempts,gas_price_variance,tx_submitted,itt_jitter,ewma_trust_score,bayesian_confidence,label
13,0,0,0.989169661808229,0.9407776393896912,0.2179278187383314,0.922891145303907,0.021368728563043934,0.1760335991858884,0.7586206896551724,2,0,0.003469318775323971,0.4296197464976651,0.6242555005672463,0.9755232212041044,0.8593865235611498,0
14,0,0,0.9665402359530175,0.9689944133423983,0.07990220842870047,0.9262409926859024,0.08369596969935464,0.1821023657353444,0.3103448275862069,1,0,0.002357929061980655,0.923282188125417,0.29242573939136235,0.9520304030480395,0.8861317172453785,0
15,0,1,0.2701911541721853,0.47984725432908387,0.022739261220014906,0.5395282513544253,0.8089974560475662,0.9310405723904386,0.4137931034482759,12,0,0.2751108531293389,0.2248165443629086,0.23626457177920576,0.2672804078929037,0.7934530818462774,1
16,0,0,0.965229352281805,0.9856097958771116,0.1187069055146068,0.9001423591593927,0.03349441897044899,0.01355800106148233,0.2068965517241379,1,0,0.00450564318439086,0.3188792528352235,0.6388445264402451,0.9146689076903785,0.9739171382416132,0
17,0,0,0.9086671972131873,0.904435097625933,0.22141491633277072,0.9200091502821585,0.08047295521842866,0.1133482634738867,0.5862068965517241,1,0,0.0008803313952362398,0.6317545030020013,0.33402947576967534,0.8392893351304361,0.7711811661500145,0
18,0,1,0.24034350278972222,0.2008745269641613,0.04167791641345684,0.40422475084868253,0.6459749024849962,0.9460271918410327,0.4482758620689655,8,0,0.5200162898979718,0.6797865243495663,0.2917822690586975,0.2297769241525789,0.8607178187817901,1
19,0,0,0.9255613951796806,0.9083172369670811,0.20741902573008547,0.9944049027783528,0.05259488269497109,0.1966516345514777,0.2758620689655172,1,0,0.0007104102907600113,0.2074716477651768,0.2827717344190346,0.8727128742700558,0.737220129581789,0
20,0,0,0.9749297944097153,0.9083490958441327,0.10202206546936786,0.971612673410791,0.010098038124980405,0.0002410951279682605,0.4827586206896552,1,0,0.000116703099015174,0.8485657104736491,0.6757086280537681,0.9379683296024547,0.7861972807363885,0
21,0,1,0.09506939986898114,0.26366356473681246,0.04515691167514695,0.42301726565336095,0.6533302539802316,0.9266687537751702,0.0,10,0,0.9229482352216535,0.5130086724482988,0.35888786941850603,0.09232282310919608,0.9939827741797738,1
22,0,0,0.8613108931577211,0.9908414312375038,0.10944211315256673,0.9229298970847374,0.0829125328875401,0.06881148484082614,0.2413793103448276,1,0,0.007393979015034776,0.1414276184122749,0.38616789500495474,0.8522132778519924,0.9826293579264427,0
23,0,1,0.4080701756401284,0.3409802710953518,0.050044259375529844,0.679554594686725,0.7478952823976756,0.6130583799087918,0.103448275862069,10,0,0.4418791223255593,0.5256837891927952,0.6050734881715129,0.1150086563204086,0.7662921151076535,1
24,0,0,0.9414814523310239,0.9364351010025677,0.16106336419568013,0.9268772822451248,0.08557306883945391,0.1379650788793452,0.4827586206896552,2,0,0.004753280153240087,0.3288859239492996,0.5584275841635795,0.8747808350353046,0.7753398245408152,0
25,0,0,0.9632669428945012,0.9299845325887057,0.03311654540738393,0.9915768618607471,0.05483679262886832,0.06620028776058558,0.0,0,0,0.003091158860377212,0.02268178785857238,0.3362689198756739,0.9250743293749545,0.880138476168846,0
26,0,0,0.810872732910661,0.9087305066534447,0.2835795177554143,0.9323246358325394,0.02775857068052253,0.1863002324521348,0.6551724137931034,1,0,0.008983291131101774,0.009339559706470981,0.6272051619337458,0.7912122902218593,0.8027564099772283,0
27,0,0,0.8285700550552291,0.9780394495456106,0.27471449159356687,0.9549757592081013,0.01669385386808375,0.006411020294420311,0.3793103448275862,2,0,0.003042979865965982,0.3562374916611074,0.7431710397306148,0.8163940983233356,0.7433713446823583,0
28,0,0,0.8771181818718955,0.9749795903223265,0.01481108916942265,0.911065810723043,0.07863782021829836,0.0843478361506683,0.3448275862068966,1,0,0.00541541436820357,0.9953302201467645,0.4317801497774534,0.80901156468616,0.8458205258863343,0
29,0,0,0.872909478723305,0.9725646589287161,0.13993926871185952,0.9527179836337609,0.013348853467636753,0.0500218145846322,0.9655172413793104,0,0,0.005889978309665183,0.3482321547698466,0.7870044245537506,0.8035131121330689,0.7935942779398953,0
30,0,0,0.8893426486343203,0.9552516745476128,0.2690083812391615,0.9564286320509136,0.05273480691522703,0.02559617941015793,0.7586206896551724,0,0,0.008356524628617325,0.6250833889259506,0.6821455009049958,0.8055173389406785,0.8365191284468247,0
31,0,0,0.8488993319429832,0.9211559137147499,0.2206800937554934,0.9301217487256809,0.013673563049206786,0.1001691860915822,0.6896551724137931,1,0,0.00163968940157788,0.9206137424949966,0.6030855305028625,0.7973572314361143,0.7082176417882113,0
32,0,0,0.9759525275038783,0.9695877547097026,0.21355949842089222,0.9182999958061908,0.025346073758181018,0.06302533222190079,0.2068965517241379,0,0,0.006559423373869653,0.71447631754503,0.4796064784529435,0.9309717480910092,0.9236218901671356,0
33,0,0,0.9958591091630629,0.9314527992568608,0.2865794831841796,0.9705344000290208,0.04958444512341046,0.1673013216200958,0.4137931034482759,2,0,0.007343650341435271,0.819212808539026,0.5998963613439346,0.9187184298426527,0.7728626341251273,0
34,0,0,0.9944733031392434,0.9262690669080699,0.14171783514947622,0.940263676670276,0.0607979640012403,0.01170160053167437,0.1379310344827586,2,0,0.003050306897781454,0.4709806537691795,0.34338145068382114,0.9199827258524069,0.7020255365135207,0
35,0,0,0.8567713871626873,0.9873090064666886,0.037670565535475944,0.9106974021602321,0.042206722956103476,0.007387725086975472,0.4137931034482759,0,0,0.008135387999511853,0.7678452301534356,0.5790131832994214,0.8357314470841533,0.9186311127174376,0
36,0,1,0.20626145093890794,0.28522787027860214,0.014237690523250456,0.5579156623086258,0.6676271237885496,0.7954220599665826,0.6551724137931034,12,0,0.1915838380014688,0.580386924616411,0.16709233233537235,0.196187669271315,0.970275382331274,1
37,0,0,0.9417384997985201,0.9745277589066186,0.12279880076143276,0.9234690797847711,0.028979828318121556,0.01518956700261525,0.7931034482758621,0,0,0.001846388628091496,0.1954636424282855,0.3970132937396599,0.9385244868801981,0.9786430792829731,0
38,0,0,0.9108387127305158,0.910154012511796,0.11047620262287376,0.987081619499951,0.06497521562631677,0.1586349665314542,0.1379310344827586,1,0,0.003666959473105589,0.9673115410273516,0.3998834863210089,0.8691108224175479,0.7406778231399884,0
39,0,0,0.8934235280609979,0.9452745543244109,0.25214894097197144,0.9426205707265805,0.057934586726499496,0.1769810672631821,0.7586206896551724,2,0,0.0008042738189383824,0.3989326217478319,0.36426682027325197,0.8652941974450196,0.7188693129936763,0
40,0,0,0.8015140673581673,0.9861733811132817,0.21988939070987806,0.9751019151048094,0.09492771537410148,0.005594025437369022,0.8620689655172413,1,0,0.007680061134303132,0.8639092728485657,0.7333825198432756,0.7423280579263806,0.842292242346325,0
41,0,0,0.8965263451597241,0.8995663870157666,0.05958758275972384,0.94528242642993,0.0293290633142138,0.06652873444493856,0.8275862068965517,1,0,0.008326465553850368,0.257505003335557,0.7864751579132174,0.8808260865945727,0.8091615735409887,0
42,0,0,0.7945272700454816,0.9752200287000966,0.022836768415510175,0.92434458371798,0.019233115694946484,0.08612266920549981,0.6206896551724138,2,0,0.0005852171432913732,0.9646430953969313,0.33917662069203236,0.7325691778605564,0.7099595077858004,0
43,0,0,0.9915919415342821,0.9804182973524277,0.011838274819882231,0.9330870996705085,0.09437625400708463,0.03898532677244074,0.3793103448275862,2,0,0.005812760929228177,0.723148765843896,0.6373431694979174,0.9219999055141532,0.8437010379374796,0
44,0,0,0.9636948949265446,0.9519566376278579,0.10293597269206375,0.9638392539934789,0.03307231643901937,0.1031428160428802,0.5862068965517241,0,0,0.003201022437382984,0.3862575050033356,0.7877754301223316,0.9323698395936661,0.8082813815804089,0
45,0,0,0.981212305091256,0.988596075771329,0.19098150654835205,0.993567193031163,0.0748624327728422,0.1268379780528689,0.9310344827586207,0,0,0.00811880755712127,0.6110740493662442,0.6656959736520107,0.9235401092118876,0.887167338819752,0
46,0,0,0.8973575333513294,0.9871364855208988,0.09861134956506054,0.9731430700470219,0.055367871793884874,0.1877283543958722,0.9655172413793104,1,0,0.00376667842231456,0.7671781187458305,0.562850379318547,0.8348965473600406,0.784368556909353,0
47,0,0,0.9545555583224101,0.9345701532561929,0.1970097664970869,0.9925455578983715,0.0574928132548624,0.05763286325815938,0.5862068965517241,2,0,0.008654384701411855,0.4422948632421614,0.5370270559335495,0.8701708051237015,0.7734461295669931,0
48,0,0,0.9030954270250425,0.9873858833551045,0.16399509156639994,0.97374579651466,0.09984876566139073,0.09792788385412401,0.6551724137931034,0,0,0.004931176479904939,0.1761174116077385,0.29961226697780446,0.9009651363859011,0.8028263764517165,0
49,0,0,0.8153739864436121,0.9158855732607828,0.3067664394465884,0.9433120146836005,0.017620301974112237,0.1511217192756995,0.3448275862068966,0,0,0.003494893103160395,0.9206137424949966,0.7907651370410901,0.7545451062325899,0.9327647338477203,0
50,0,0,0.9815142430336407,0.9170884036963202,0.1890163005666959,0.962845355951938,0.015635219927274575,0.06306342854509298,0.7241379310344828,1,0,0.002821455248776435,0.1067378252168112,0.2545465871379047,0.9493400049100634,0.9645794095002522,0
51,0,0,0.9549973049679585,0.9000180032007139,0.30078278310647505,0.9501800902292582,0.07727165242472614,0.08875551618949458,0.7931034482758621,0,0,0.001470789024686314,0.485657104736491,0.4344306792906477,0.9208838065914053,0.7458458714773349,0
52,0,1,0.12949195302325409,0.5266460929660132,0.03487589883117468,0.6237313900977313,0.5367436776506552,0.9393234392853999,0.2758620689655172,14,0,0.1684144300827449,0.004002668445630421,0.40239741691650904,0.1187881698656015,0.7464426599909402,1
53,0,0,0.9862464798010325,0.974804510315915,0.09952269071727404,0.9689036641058173,0.0,0.1300739812641012,0.8275862068965517,1,0,0.005024362759830743,0.6677785190126752,0.27283924278722976,0.9206584192001847,0.834926267585969,0
54,0,0,0.8113473809823918,0.9039320696699679,0.2878594499032823,0.8914756268528602,0.011747398994027455,0.08505313422606504,0.6896551724137931,0,0,0.007534516706402324,0.1394262841894596,0.22209121719936792,0.7336061140973936,0.9328962672525991,0
55,0,0,0.8994893519277968,0.9975501587182507,0.28887451340898834,0.9996339130116066,0.06359700662349717,0.00514271597542022,0.7241379310344828,0,0,0.003856994993333258,0.6104069379586391,0.7694665278868216,0.8831531766698416,0.9484790799981502,0
56,0,1,0.16991049112656148,0.2237211984281427,0.030667255869640957,0.6117030611132317,0.8577777202238853,0.7331064216155493,0.06896551724137931,14,0,0.1751166998703604,0.8905937291527685,0.4608795628616925,0.1702920378886343,0.9782926982825171,1
57,0,0,0.9299280587319911,0.9571070126891511,0.03370144254823285,0.9676619092781358,0.057857120819138665,0.1339482974986395,0.03448275862068965,1,0,0.00494413559276966,0.8152101400933957,0.46272091273835886,0.8858616990804106,0.8420286735519972,0
58,0,0,0.8522018444363647,0.9505394529470446,0.2692418382067153,0.9319844724401223,0.040494328850695545,0.1932427309998265,0.3793103448275862,1,0,0.003899426167829143,0.2114743162108072,0.7097891685563917,0.831467736976352,0.9787398638711777,0
59,0,0,0.8660330164631034,0.9001137026611619,0.09424407491890775,0.9209721723731534,0.07549515505666711,0.06076588469960456,0.03448275862068965,1,0,0.0001743836149350793,0.5310206804536357,0.3692037166161119,0.8578589291210328,0.9697800490306017,0
60,0,0,0.8109338267155638,0.9588619754801874,0.15226485177091942,0.9405625002748348,0.04204413955348098,0.1331868806239415,0.5517241379310345,0,0,0.006580449631760374,0.06871247498332221,0.4022989626968988,0.7816598646319345,0.7026773062829627,0
61,0,1,0.4939376224913791,0.45889791718368594,0.0490192058786666,0.5745568186528467,0.6277201540607407,0.6434058087265494,0.4827586206896552,9,0,0.5330433160241687,0.685790527018012,0.05247457201303843,0.2927373290273483,0.7447550436645197,1
62,0,0,0.8299031678124863,0.9178144206988168,0.15989579321337297,0.9912428091208103,0.015182664125712954,0.1960987935718168,0.06896551724137931,1,0,0.001084501061386064,0.8172114743162108,0.25553465658789776,0.7824422233155569,0.8728101880580891,0
63,0,0,0.8525797920002873,0.954182088796073,0.016334795251477404,0.9269136447819688,0.02437832171415342,0.1981124168014969,0.03448275862068965,2,0,0.004955292719757487,0.8332221480987325,0.6080128152008082,0.8236423947005371,0.7814398915368388,0
64,0,1,0.5982418083663502,0.3625531543072007,0.040799790801653406,0.6016766124407087,0.5843749652912391,0.9490648361189503,0.9310344827586207,13,0,0.2439710216317459,0.6344229486324217,0.4721976742005518,0.1970248531353238,0.7530544255338907,1
65,0,0,0.8474072337732051,0.9571272343429492,0.25103929150217125,0.963312223731034,0.013930217608532804,0.09759819762029705,0.03448275862068965,0,0,0.003645163719199105,0.1287525016677785,0.7147122231820346,0.7859446133367188,0.7100745730129742,0
66,0,0,0.8181149392116546,0.9557770414651713,0.1852682209720592,0.8948556924352944,0.06333620606383168,0.1510785043325789,0.7931034482758621,1,0,0.001349143627181888,0.5797198132088058,0.2939775252991145,0.8249493643584442,0.7681693523098284,0
67,0,0,0.8654487255990079,0.9896116293620878,0.10377725237761644,0.9351322023846711,0.011486549826978425,0.103482529629102,0.0,0,0,0.007785525506957486,0.4422948632421614,0.7188563996044584,0.8342285026576329,0.9452441577572348,0
68,0,0,0.8449593676043757,0.957723891981167,0.016784114936596508,0.95563113486685,0.08634818285318505,0.07255009805983546,0.7241379310344828,1,0,0.006871930709770024,0.5777184789859907,0.6924828788183353,0.8343614553573613,0.9011499929994107,0
69,0,1,0.12036591977583976,0.4528094401501182,0.0121844452210009,0.5088271991745064,0.728863702100211,0.7814450543162142,0.8620689655172413,11,0,0.1004111954969542,0.71447631754503,0.14528711697976815,0.110580407271696,0.7892408308813161,1
70,0,0,0.9223228781331245,0.9372865625282749,0.1230083724168439,0.9320968509005374,0.07880936638408459,0.1020639230997599,0.4827586206896552,0,0,0.007383013654125546,0.4936624416277519,0.574512514679178,0.8903798286635132,0.7734431886449085,0
71,0,0,0.9371499584534655,0.976652891959834,0.2523029364489573,0.91489438372915,0.07374558765532215,0.197716042841446,0.7586206896551724,2,0,0.002288803747520821,0.03802535023348899,0.2562724495298992,0.8603488781968973,0.8769887700812814,0
72,0,0,0.9410647601817298,0.9431452727559687,0.22617721892011247,0.955308168339276,0.054436905737925756,0.03946333929278372,0.4482758620689655,2,0,0.001890575806917643,0.2134756504336224,0.6453793460430702,0.9108043596947686,0.7794698734985226,0
73,0,1,0.2262827341818561,0.359536062811624,0.10682055688209074,0.650690999747785,0.693080330442043,0.7136314108770561,0.03448275862068965,11,0,0.1234665194061026,0.1434289526350901,0.066389065795374,0.2059664586668615,0.8374638912108964,1
74,0,0,0.8744831455495146,0.9623025075095051,0.03774168576177993,0.9796631368475319,0.04349960102738306,0.09621354909490441,0.103448275862069,0,0,0.000811321966212887,0.3509006004002668,0.7012616433777386,0.8581734206882972,0.7881117690247315,0
75,0,0,0.8526096643391539,0.9952620144649493,0.29569483876431213,0.9709709536731757,0.1012359508347413,0.001337142873107267,0.2758620689655172,1,0,0.004166991167415734,0.3562374916611074,0.8010778842233772,0.779953781340913,0.9931715498280063,0
76,0,1,0.38241945765585583,0.3369009885371237,0.05876136758434172,0.5468939589187924,0.5693530329393415,0.751915810913713,1.0,11,0,0.1670952053191653,0.1040693795863909,0.7275353880579878,0.205373373573936,0.7444612959570186,1
77,0,0,0.8767476388824889,0.9369334446539558,0.23166768464702323,0.9763992265791899,0.06021967191500208,0.007844463112529333,1.0,1,0,0.006246475731934894,0.5977318212141428,0.27084949680312814,0.8630542258556027,0.9373533941493835,0
78,0,1,0.376386899579573,0.36111815803979364,0.02548306098285859,0.533518805652822,0.8347755564529619,0.6582231911008306,0.7241379310344828,8,0,0.6429142189967699,0.114743162108072,0.7400624970186638,0.3423931371903545,0.8987925661699123,1
79,0,0,0.8865853144893306,0.9824484835682176,0.12166982464063436,0.938841847612207,0.04175842351621395,0.1239456647211372,0.5517241379310345,2,0,0.00715688252982281,0.7825216811207472,0.8083599107903755,0.8925133626979121,0.7495576972912071,0
80,0,1,0.1696074245533911,0.24399715176232548,0.11247898969324031,0.5192635653291674,0.5843075436159545,0.8065801093743445,0.06896551724137931,14,0,0.8064544590239482,0.5443629086057371,0.6224440978087785,0.1545852526021757,0.8303720942541787,1
81,0,0,0.9256807635743741,0.9897336241093342,0.2273533828569106,1.0,0.03647935703891668,0.145639093184594,1.0,2,0,0.0005103492374950118,0.1447631754503002,0.5683980081877765,0.848219530328959,0.8461128650370142,0
82,0,0,0.9520528249787384,0.9976080295155946,0.04421062911547825,0.9429845591547696,0.008833164048817566,0.08669655646034634,0.896551724137931,0,0,0.0004269991032323256,0.8358905937291528,0.6611796437584334,0.9464422384434136,0.7629743084887755,0
83,0,0,0.8471734939890747,0.9446931134996153,0.025641936460703847,0.9860280769155065,0.09692250568560895,0.1339889928873961,0.6896551724137931,2,0,0.003681604271044648,0.3635757171447632,0.23938789642493216,0.835205766445679,0.8916439720249354,0
84,0,0,0.9219620517710202,0.9289144873448228,0.14651483838364954,0.9895949949863896,0.09276076811685813,0.01944063920616221,0.4827586206896552,2,0,0.0004348680957539044,0.04736490993995997,0.4869743241099543,0.8969766919701657,0.9526626962837841,0
85,0,0,0.843483569075375,0.9489609821276617,0.03021697589709426,0.9699355643671439,0.00557092376370475,0.1162994074115937,0.3103448275862069,2,0,0.00742669123079394,0.1887925283522348,0.5769360663221896,0.7806326242255512,0.925682308423343,0
86,0,0,0.9166264983390517,0.9617952639539197,0.08870487152627697,0.9750653562641851,0.022534107403432712,0.19643859967143,0.0,2,0,0.007551790955153338,0.6364242828552368,0.2978722271086292,0.8938930990210205,0.8010757307595487,0
87,0,0,0.865706575905964,0.9629056399750506,0.13322512612935972,0.9275837373784385,0.08499203586503162,0.03203088897055852,0.7241379310344828,1,0,0.005140814816099288,0.09272848565710473,0.226930245406113,0.8315147572874929,0.7047353999496876,0
88,0,0,0.8715033583752172,0.9224990911957149,0.04928715485004816,0.9500955535814168,0.09631836139357162,0.1266023285192479,0.2413793103448276,2,0,0.006614166610669958,0.3869246164109406,0.2757991210436495,0.8245495172795649,0.9771504935027191,0
89,0,0,0.8358129192932994,0.922797091167739,0.22909552938748987,0.9111368689829358,0.03908306037472918,0.1255660758415144,0.5172413793103449,0,0,0.001329462379215999,0.1080720480320213,0.48274149972805935,0.812868981026608,0.8037162006725646,0
90,0,0,0.8839415936871251,0.9207505379609909,0.02035292111224349,0.9225517910446867,0.07692554680067905,0.04624970109006499,0.6896551724137931,0,0,0.001728732847804099,0.4342895263509006,0.23275526283138365,0.8197415322434262,0.8801828907852123,0
91,0,0,0.8792320825929695,0.9922734314797546,0.09152722059229004,0.930129054030105,0.026003577949831415,0.0770389676080874,0.5517241379310345,0,0,0.0009533069717107388,0.9719813208805871,0.6445489305599539,0.8624772470878794,0.8933070382328051,0
92,0,0,0.8683549961684836,0.9731859907818343,0.23101791465197632,0.9102606645970841,0.07990574166855174,0.1533546045639129,0.2413793103448276,0,0,0.006903605348151555,0.9439626417611742,0.355493341170638,0.8064700668556866,0.8601758376128569,0
93,0,0,0.8536264154179259,0.9898108670728446,0.22510077111564208,0.9632141784857089,0.018949921797561164,0.1543475737354962,0.3448275862068966,0,0,0.008857943486073713,0.6977985323549033,0.6474173221771501,0.84234635083278,0.8123841565350557,0
94,0,0,0.9138814440335552,0.9583425829593106,0.16972253091259937,0.9592646827158967,0.03773059383816445,0.1825838544339537,0.2068965517241379,2,0,0.002011180855216354,0.04803202134756504,0.4787014472020573,0.9009163156617008,0.895247440691112,0
95,0,0,0.8358623592724191,0.962477347339713,0.1971077490526858,0.9687346538357728,0.042037180909641716,0.09073900022771249,0.9655172413793104,2,0,0.007378986904091218,0.7785190126751167,0.7382536610692677,0.7650984127918978,0.9208152961886246,0
96,0,0,0.8324480160333086,0.9458087983812677,0.10182812169269859,0.9354398837211338,0.02870576614633855,0.02943382627570903,0.8620689655172413,2,0,0.003717661732016935,0.7838559039359573,0.4388524936190743,0.8105174663382793,0.7970675656238959,0
97,0,0,0.8367248461063803,0.9598017907270875,0.21374828550902444,0.8951355313497871,0.014006776182905845,0.1557163084939806,0.1724137931034483,0,0,0.006076248520153631,0.4222815210140093,0.7484048457252276,0.7976516666491472,0.8582901713070412,0
98,0,1,0.3886334332432261,0.3129521207391035,0.09064694733604797,0.6968140680858994,0.608062174932141,0.8145503357465153,0.6206896551724138,14,0,0.8122126596906082,0.4142761841227485,0.245592017624919,0.1430081103636887,0.73254296866233,1
99,0,0,0.8361959756601721,0.9475013501143489,0.27865980969842186,0.9487627149250182,0.04223825195444461,0.05299958829125449,0.3448275862068966,0,0,0.0004859722847885898,0.5857238158772515,0.6962219205698889,0.7785177032128795,0.9719279371000213,0
100,0,0,0.8570650505695702,0.9344715266049606,0.03051454251273273,0.9924656213762374,0.02695576210511707,0.06394159733852989,0.7241379310344828,1,0,0.003522497240575946,0.4716477651767845,0.33812538511798934,0.8102510425525721,0.7538506977150486,0
101,0,0,0.960060995715746,0.9395145445228393,0.10766001372828346,0.8968173193345368,0.03353093999852628,0.06231781433022019,0.4827586206896552,1,0,0.0009628252325598575,0.628418945963976,0.5987066790586747,0.9118199747949218,0.94875568978955,0
102,0,0,0.8669641073431775,0.9769449218307223,0.192919030427796,0.9502562129758023,0.09108445664897956,0.149872703864502,0.6206896551724138,1,0,0.0062169010098352,0.256837891927952,0.7960515981085082,0.7844841917501455,0.7322243787218559,0
103,0,0,0.8476776746029405,0.9800896495316259,0.24798937533719817,0.9084091208749305,0.010979107252576642,0.1731901473550988,0.5172413793103449,1,0,0.003428620018839076,0.03602401601067378,0.37272520852697477,0.7646509203930073,0.7951134640543219,0
104,0,0,0.8480046797940568,0.9394921247358227,0.021161974177807116,0.9812399579454614,0.08101998692321338,0.06942212625765964,0.8620689655172413,2,0,0.00851904414440405,0.1981320880587058,0.43134141477475285,0.8379498150726336,0.9769245455556219,0
105,0,0,0.8574964200699244,0.9057036465983477,0.1469591640669998,0.9378466462917169,0.04894685883954679,0.1215559227974759,0.6551724137931034,0,0,0.001352354168805977,0.1854569713142095,0.7030022462033005,0.8359547129281054,0.9216508889046104,0
106,0,1,0.5488183994576541,0.47750914869189764,0.035035104160291645,0.4210113377563998,0.8550720114166078,0.9635440500629492,0.7241379310344828,12,0,0.9754211032873623,0.2028018679119413,0.09079063765540712,0.1249039127211428,0.8974142749451155,1
107,0,0,0.9245647377422156,0.9688900806537781,0.2876209770343299,0.9311586157135986,0.07393468702808535,0.1747889075971047,1.0,0,0,0.005792160418932812,0.7184789859906604,0.7817838644508459,0.8868616190272989,0.9200908717024685,0
108,0,0,0.8621198623938583,0.9337797277044012,0.11214475799513286,0.9329036988518801,0.09325872309015366,0.1211082352519841,0.9310344827586207,2,0,0.005674397304980433,0.9119412941961308,0.6569208984605855,0.8624163568232133,0.7128658442970157,0
109,0,0,0.9137870277850588,0.9624933536050648,0.06292736048218622,0.9750866402084267,0.08955618267458743,0.04813433974550135,0.03448275862068965,1,0,0.004965892989799043,0.47631754503002,0.645921743085244,0.8319277187446351,0.9179171857360547,0
110,0,0,0.8369930627159793,0.9694171862149976,0.26511353037793767,0.9322586137177973,0.023358421313111326,0.1073453568170748,0.8620689655172413,1,0,0.006153354178624327,0.4082721814543029,0.7098436701880367,0.7832003007821545,0.7413925504734553,0
111,0,0,0.975067637344726,0.9008220676100878,0.1403798940067977,0.9910396420020635,0.021145425998030824,0.1134847335703955,0.2758620689655172,0,0,0.00872744248482705,0.686457638425617,0.36667388337669926,0.9270053495723086,0.880852986567707,0
112,0,1,0.41526201389574,0.4185413229792956,0.01346392508402357,0.4685921987023296,0.7264347439027468,0.7856523849386501,0.7931034482758621,9,0,0.7264579125016407,0.1701134089392929,0.5295637721352703,0.2429846068845604,0.809323810965033,1
113,0,0,0.9057341184443221,0.9231543398910746,0.06504356838213798,0.9077290444353914,0.01431193738646129,0.194687205292453,1.0,1,0,0.007251592173617701,0.00533689126084056,0.20428359519505915,0.8350157106721571,0.7976970007007383,0
114,0,0,0.9079337391692045,0.8963878096065389,0.13811548375505017,0.9827768971117721,0.06479829463038972,0.002825225772771112,0.3448275862068966,0,0,0.006897741981864507,0.2314876584389593,0.4897038433736378,0.8770040556186897,0.8989666974668311,0
